battery_id,cycle_index,discharge_cycle_num,date,ambient_temperature,capacity_ahr,min_voltage,max_voltage,avg_voltage,avg_current,avg_temp_measured,duration_seconds,is_outlier,is_censored
B0005,34,17,2008-04-05 14:34:41,24.0,1.802579500826209,2.5739035098380962,4.188899969428112,3.5603420474985823,-1.9027629207037406,31.941655359029298,3409.484,False,False
B0005,36,18,2008-04-05 18:39:25,24.0,1.8030683142834096,2.4942396831720126,4.188779799856791,3.5591189041401865,-1.9133470605822436,31.965008645476725,3390.422,False,False
B0005,38,19,2008-04-05 22:46:35,24.0,1.8027776247196041,2.4556793246645583,4.189272591516219,3.557886771846508,-1.9131602105481538,31.966241678512723,3390.281,False,False
B0005,41,20,2008-04-18 21:10:19,24.0,1.8470259949329193,2.632142800798914,4.187614060563439,3.5520375235511907,-1.8553455745575975,32.37143341978575,3591.734,False,False
B0005,45,21,2008-04-19 02:29:09,24.0,1.847417311283644,2.5027764692056795,4.1876287811083985,3.5525668436897124,-1.8746995273150975,32.70024990461686,3552.297,False,False
B0005,49,22,2008-04-19 07:47:15,24.0,1.8361774213478947,2.617507742871704,4.187447226312926,3.556794038327039,-1.873827212788385,32.32266411829938,3531.578,False,False
B0005,53,23,2008-04-19 13:01:42,24.0,1.8257807475776242,2.694074478000972,4.187344026387161,3.5614100044534203,-1.883193546754683,31.98795810666763,3492.907,False,False
B0005,57,24,2008-04-19 18:27:29,24.0,1.8251136435078368,2.6237674644021887,4.187438187636325,3.5566107947817986,-1.873239184822504,31.894456524691385,3511.594,False,False
B0005,61,25,2008-04-19 23:41:55,24.0,1.8255815042203762,2.5010798299873738,4.18774138117799,3.5586742170266272,-1.9139593751505897,31.78039681801023,3431.9370000000054,False,False
B0005,65,26,2008-04-20 04:54:41,24.0,1.8140311275083907,2.6849988185249796,4.188261122540052,3.564103182686905,-1.9030532722310995,31.688747146342205,3431.125,False,False
B0005,69,27,2008-04-20 10:16:28,24.0,1.8147691941158939,2.547109116468133,4.187338767288234,3.559588063594272,-1.9134590742247914,31.596747992569153,3412.406,False,False
B0005,73,28,2008-04-20 15:37:05,24.0,1.813969388710352,2.471314764334132,4.187560306288175,3.556833231052199,-1.913620909902553,31.565586498787077,3410.688,False,False
B0005,77,29,2008-04-20 20:50:38,24.0,1.802765665167823,2.6613903306108773,4.18805176248713,3.5624410850948944,-1.9025819745719061,31.59124667045208,3410.718,False,False
B0005,81,30,2008-04-21 02:15:02,24.0,1.804077040117352,2.541762355407921,4.187667484260542,3.5591407106855666,-1.9130621638638965,31.603485399391182,3392.719,False,False
B0005,85,31,2008-04-22 15:33:49,24.0,1.8518025516704486,2.628919415830567,4.2010701773378685,3.5573161327793144,-1.920618117118412,31.91556385491565,3470.672,False,False
B0005,89,32,2008-04-22 20:26:18,24.0,1.8307038456739428,2.6312552691827045,4.1996223345495824,3.561870782772737,-1.9298830859597569,32.081128118597164,3414.109,False,False
B0005,93,33,2008-04-23 01:18:11,24.0,1.8199041089501267,2.654880745360911,4.199853323702163,3.5617586337260088,-1.9293005284805407,31.849792632896243,3395.219,False,False
B0005,97,34,2008-04-23 06:18:19,24.0,1.8093079637028517,2.6749688422803803,4.199103467081427,3.5597307651083123,-1.923330987770314,31.465690433362017,3386.0,False,False
B0005,101,35,2008-04-23 11:08:00,24.0,1.80460990458052,2.6159705726789904,4.199998536865001,3.5575937553540915,-1.9284469980320087,31.40934895665031,3368.187,False,False
B0005,105,36,2008-04-23 16:06:25,24.0,1.7993770651972192,2.658447162110498,4.19967522099872,3.5597237883937995,-1.9231439161693824,31.902247475518077,3368.266,False,False
B0005,109,37,2008-04-23 21:02:58,24.0,1.7884432335370462,2.6979426084271156,4.1991847248803165,3.559061771422033,-1.9170149640438081,31.649024294808623,3358.719,False,False
B0005,113,38,2008-04-24 01:51:33,24.0,1.7829230484252723,2.6617272246516333,4.200012480335,3.557015527748059,-1.922048805055383,31.48874626238971,3339.5,False,False
B0005,117,39,2008-04-24 06:50:00,24.0,1.7730337158018288,2.699288287625812,4.1992373656547874,3.5562481933590964,-1.9162302821549877,31.329995610092634,3331.265,False,False
B0005,121,40,2008-04-24 11:49:24,24.0,1.773037755078937,2.6127932408838532,4.1993957811187075,3.5532756526091784,-1.9220800182578983,31.569551201845574,3321.188,False,False
B0005,125,41,2008-04-24 16:45:56,24.0,1.7678721106662054,2.6637064901468075,4.1995786980260705,3.556266431640255,-1.9162417890311958,32.111426258867944,3321.844,False,False
B0005,129,42,2008-04-24 21:38:11,24.0,1.7623150704093087,2.6668454289754746,4.199546957512695,3.5563095420140822,-1.9158809823517762,32.271676011112376,3311.828,False,False
B0005,133,43,2008-04-25 12:03:44,24.0,1.7676172924938447,2.684431051981017,4.194091469340824,3.558950851054106,-1.9114406265753041,31.842291659678658,3327.391,False,False
B0005,135,44,2008-04-25 20:03:55,24.0,1.762668359743147,2.645224362345869,4.200715235801255,3.5534418211598053,-1.9158166997544155,31.759815453754253,3312.078,False,False
B0005,139,45,2008-04-26 01:04:35,24.0,1.7517304870664143,2.6603527244917,4.1990980807180325,3.5510121537420285,-1.9151304155635374,31.41911167391793,3293.172,False,False
B0005,143,46,2008-04-26 05:57:35,24.0,1.7418496047960008,2.6926849789916263,4.199398534411534,3.551317608213948,-1.9148485784393638,31.331626572312267,3275.328,False,False
B0005,147,47,2008-04-26 10:58:25,24.0,1.7360913511847138,2.670544734728978,4.199122915612965,3.549003180550162,-1.9144128654409127,31.35934131425137,3265.016,False,False
B0005,149,48,2008-04-29 12:15:56,24.0,1.7936240148573608,2.605158060541757,4.190409478081396,3.5597648340955175,-1.9388813849818083,34.31088483888259,3328.937,False,False
B0005,153,49,2008-04-29 17:05:27,24.0,1.7831890223273275,2.672012007453096,4.199933846791869,3.5623454342368555,-1.927509725704535,33.43585640373788,3329.266,False,False
B0005,157,50,2008-04-29 22:00:04,24.0,1.7673642076278957,2.674271233724938,4.199365021329158,3.558336657621618,-1.9267185977839403,32.66698125020078,3301.579,False,False
B0005,161,51,2008-04-30 02:43:55,24.0,1.7570177850353066,2.6309416727017187,4.19902365945384,3.554013138622869,-1.9261308349663746,32.28423408691397,3283.563,False,False
B0005,165,52,2008-04-30 07:41:42,24.0,1.7468706179837907,2.6629725743154204,4.199432142144215,3.552376095886298,-1.9202346781375206,32.00739178780946,3275.125,False,False
B0005,169,53,2008-04-30 12:28:49,24.0,1.7417172507457144,2.612942119873717,4.199640922827531,3.549618661283733,-1.9201011498853633,32.06387071886056,3265.656,False,False
B0005,173,54,2008-04-30 17:20:16,24.0,1.7364225056478186,2.6157198442661476,4.199305653118061,3.54938103086703,-1.9144278105456467,32.43754560319043,3266.093,False,False
B0005,177,55,2008-04-30 22:14:54,24.0,1.7263217239235826,2.6287695472774453,4.198949734540481,3.5472118680418956,-1.908340706503589,32.16809876635083,3257.594,False,False
B0005,181,56,2008-05-01 03:15:33,24.0,1.7158065389330133,2.6655106679421823,4.19834220599025,3.5467052098640246,-1.902207182631691,32.05752645824972,3248.593,False,False
B0005,185,57,2008-05-01 08:16:03,24.0,1.710533351135192,2.650495153350403,4.198995776266302,3.544629653883431,-1.9020484449938713,31.975920928072714,3238.766,False,False
B0005,189,58,2008-05-01 13:14:24,24.0,1.706014499648521,2.643236235233877,4.19916986492694,3.5436291614253204,-1.8964907679062355,32.21689335291319,3240.14,False,False
B0005,193,59,2008-05-01 18:11:10,24.0,1.7003110272642588,2.656450207001938,4.199246833083063,3.5444946147995258,-1.895971437908019,32.55632993697177,3230.109,False,False
B0005,197,60,2008-05-01 23:10:15,24.0,1.6945798601797895,2.626177688152069,4.1992551886401595,3.5409201846556857,-1.8899648799839277,32.40048085325998,3229.7810000000027,False,False
B0005,201,61,2008-05-02 03:53:34,24.0,1.6849029086609286,2.6582230344240045,4.199610827671791,3.541195668799061,-1.8893703824420507,32.29371860868794,3212.469,False,False
B0005,205,62,2008-05-02 08:44:40,24.0,1.6744741591159717,2.695100237338448,4.1994453812630566,3.540671044783382,-1.8776883243431417,32.136071448067796,3213.219,False,False
B0005,209,63,2008-05-02 13:43:05,24.0,1.6745692479879102,2.639091813583503,4.198991968341307,3.5376048790268775,-1.8831065986697755,32.38268549723498,3203.578,False,False
B0005,213,64,2008-05-02 19:07:48,24.0,1.663716375981405,2.6857210282450983,4.197785116892181,3.538422485261741,-1.876359921441716,32.30899951427637,3195.125,False,False
B0005,215,65,2008-05-02 23:24:17,24.0,1.659013868748246,2.69017866510873,4.201331130571617,3.53928626988912,-1.8709550260104437,32.56636929496716,3195.3129999999946,False,False
B0005,219,66,2008-05-03 04:13:08,24.0,1.6538540573335014,2.639895313359579,4.199339974904826,3.533690170241391,-1.8705599868289542,32.46542951751835,3186.297,False,False
B0005,223,67,2008-05-03 09:10:19,24.0,1.642653782130131,2.68991452927918,4.198916244859707,3.534367734544495,-1.8640049795794804,32.347056454418095,3176.438,False,False
B0005,227,68,2008-05-03 14:04:34,24.0,1.6378578430223698,2.65935818848874,4.198537488587242,3.5312941932103548,-1.8636932149873204,32.371538940646154,3167.593,False,False
B0005,231,69,2008-05-03 18:58:13,24.0,1.6327350407099108,2.6657030585650423,4.198943932259475,3.5309134771684274,-1.857820396301907,32.45549347979197,3167.719,False,False
B0005,235,70,2008-05-03 23:42:30,24.0,1.6277528915533617,2.642986759012803,4.199579806494986,3.5287226893409893,-1.8572160981955346,32.50017194695606,3159.077999999994,False,False
B0005,239,71,2008-05-04 04:41:40,24.0,1.622125485521159,2.6311169118893036,4.198782234828033,3.52625493581969,-1.8568340008006827,32.50100298369444,3148.829,False,False
B0005,243,72,2008-05-04 09:40:11,24.0,1.6113256603765849,2.696157404617167,4.19910517813207,3.528684324337005,-1.8448886500218815,32.4728927422438,3149.094,False,False
B0005,247,73,2008-05-04 14:38:13,24.0,1.6065631397488385,2.6667596238241567,4.198510853141954,3.525556939424901,-1.8444180038305806,32.50480154634882,3140.547,False,False
B0005,251,74,2008-05-04 19:37:07,24.0,1.6015142233917594,2.6403185448373043,4.198732430468704,3.5226805646793737,-1.8438790389835118,32.51218336210202,3131.625,False,False
B0005,255,75,2008-05-05 00:35:53,24.0,1.590369231400328,2.69892986372897,4.198799630396931,3.524673458789008,-1.83711254029409,32.45692821941515,3121.907,False,False
B0005,259,76,2008-05-05 05:28:13,24.0,1.5857889968242211,2.6682466504352993,4.198753541225669,3.5213155754526824,-1.8315957075983758,32.447059186431154,3122.125,False,False
B0005,263,77,2008-05-05 11:41:31,24.0,1.5849430707374117,2.6479207279724903,4.200309982421394,3.51803386486462,-1.8311195242792309,32.32889654966259,3121.672,False,False
B0005,265,78,2008-05-05 20:40:08,24.0,1.5955263892495937,2.6741633856529066,4.201124089732316,3.5236841955396794,-1.8432799764914718,32.84488475360107,3120.86,False,False
B0005,269,79,2008-05-06 01:38:46,24.0,1.5747301747801037,2.6892528956736257,4.198150316653697,3.519146638240668,-1.829798505957538,32.31731555011648,3103.828,False,False
B0005,273,80,2008-05-06 06:37:06,24.0,1.5649019950937946,2.688809122993162,4.198524048997099,3.516233648608237,-1.8236746835609148,32.06376130177751,3095.094,False,False
B0005,277,81,2008-05-06 11:25:21,24.0,1.5597659473370362,2.6743555987897745,4.198840869468569,3.514773138461639,-1.8176720770210877,32.21997626855924,3095.781,False,False
B0005,281,82,2008-05-06 16:23:36,24.0,1.5594815668184234,2.6430294964336345,4.198119631667182,3.5132992979150073,-1.8179238657973993,32.7120225448885,3094.328,False,False
B0005,285,83,2008-05-06 21:21:49,24.0,1.55468935359061,2.6584858447131823,4.198320288264955,3.514484830704665,-1.817160673909645,32.945022147355694,3086.531,False,False
B0005,289,84,2008-05-07 02:17:25,24.0,1.5488741079890418,2.629782173759164,4.1980467610750285,3.5109677353595243,-1.8110297241968543,32.857549597381336,3085.625,False,False
B0005,293,85,2008-05-07 07:04:02,24.0,1.538236598942558,2.6622967647315545,4.199047008209673,3.5109358749578012,-1.8094435644526072,32.629663328789654,3067.203,False,False
B0005,297,86,2008-05-07 12:01:49,24.0,1.527914258251028,2.682380966742509,4.197669918520713,3.509393098217416,-1.8026537331443495,32.379859014262976,3058.157,False,False
B0005,301,87,2008-05-07 16:59:29,24.0,1.5285252629756445,2.6401894768922713,4.197600624105256,3.5066782411556563,-1.8031542757366414,32.68215852457039,3058.812,False,False
B0005,305,88,2008-05-07 21:56:09,24.0,1.522647325284378,2.693769409137257,4.197985718630326,3.5109885623008092,-1.7965666438696486,32.99387423636739,3058.578,False,False
B0005,309,89,2008-05-08 02:53:49,24.0,1.5174859938489869,2.695787450704935,4.198164128530042,3.510305462695178,-1.7959771394311956,33.04539707211165,3049.328,False,False
B0005,312,90,2008-05-09 12:25:07,24.0,1.605818899130659,2.6920548172137724,4.222920057935785,3.5222215314850214,-1.822916991757235,32.856295641052824,3177.219,False,False
B0005,315,91,2008-05-09 20:28:09,24.0,1.5638491446744425,2.629071246219689,4.200423045909808,3.5163492154331264,-1.8294275689587538,33.33950238056361,3082.937,False,False
B0005,319,92,2008-05-10 01:21:56,24.0,1.5480915247767786,2.631343871050918,4.198372063670128,3.5134397623234963,-1.816317296828028,33.35156485472646,3074.266,False,False
B0005,323,93,2008-05-10 06:18:12,24.0,1.5323755631868592,2.6983970036642315,4.198353213898968,3.515137522009075,-1.8033689952639713,33.147486361012966,3066.0,False,False
B0005,327,94,2008-05-10 11:16:04,24.0,1.5269528268489705,2.6338485871981514,4.197873789078739,3.50830390643132,-1.802670753119494,33.007275861749356,3056.437,False,False
B0005,331,95,2008-05-10 16:11:56,24.0,1.5169573017136326,2.671566207861818,4.197955644238241,3.509190808443004,-1.7958941337499832,32.91990812745461,3048.219,False,False
B0005,335,96,2008-05-10 21:07:54,24.0,1.5118975960142693,2.6540810507928123,4.197918434710392,3.5068097579555353,-1.795344963527795,32.99903328622305,3039.218,False,False
B0005,339,97,2008-05-11 02:05:21,24.0,1.5065638960681105,2.656849703962618,4.197739340034368,3.50609090727422,-1.7893518988259454,33.03772281691292,3039.047,False,False
B0005,343,98,2008-05-11 06:55:27,24.0,1.5015453526671363,2.6363048614501152,4.19785490446139,3.5037157727265953,-1.7883879159763685,33.07740307192613,3030.375,False,False
B0005,347,99,2008-05-11 11:52:47,24.0,1.4908444050400238,2.69951692300468,4.197306756122815,3.5067479961367156,-1.7815447770741009,33.05467981523988,3021.0,False,False
B0005,351,100,2008-05-11 16:49:58,24.0,1.485868384561201,2.698216006032282,4.197528212001444,3.5058813026542324,-1.7753115642966961,33.11570360624461,3021.75,False,False
B0005,355,101,2008-05-11 21:47:12,24.0,1.480413677976106,2.6911707598773864,4.19743662221161,3.504168333530808,-1.7742377662318358,33.12942148982364,3012.265,False,False
B0005,359,102,2008-05-12 02:36:58,24.0,1.4752095869031632,2.690162319231471,4.197717228550219,3.5030568931470634,-1.773860289771637,33.130681310493344,3002.641,False,False
B0005,363,103,2008-05-12 12:56:34,24.0,1.4859035988304024,2.6355034454892072,4.192454851360723,3.4982324882487936,-1.7809702419814517,33.20069210329718,3012.0,False,False
B0005,366,104,2008-05-12 18:59:59,24.0,1.4960918298136696,2.6594753656507684,4.202845001527377,3.5065859365661325,-1.7879098523188452,33.78697527817091,3020.11,False,False
B0005,370,105,2008-05-12 23:53:17,24.0,1.4808005946928984,2.644554999824577,4.197952808231904,3.501457140697961,-1.780229415660985,33.673365085761986,3002.172000000006,False,False
B0005,374,106,2008-05-13 04:35:25,24.0,1.4697543268466824,2.6719601666204564,4.198017952345714,3.501658387162809,-1.7731015168894209,33.535818118317145,2992.703,False,False
B0005,378,107,2008-05-13 09:24:04,24.0,1.4539012274845928,2.6598211033173382,4.192162800008929,3.4966186408455298,-1.7705879947441516,33.32269982188509,2964.468,False,False
B0005,382,108,2008-05-13 14:20:24,24.0,1.4541462067235693,2.688360455508818,4.196993378341778,3.4991645719433246,-1.7600629827474803,33.346230327490304,2983.375,False,False
B0005,386,109,2008-05-13 19:04:20,24.0,1.455023751906683,2.6376728619288525,4.197603515102162,3.496080777360074,-1.765575132998529,33.64948900485925,2975.297,False,False
B0005,390,110,2008-05-13 23:59:26,24.0,1.449042163761236,2.645120521151077,4.196406678544622,3.4959014526387993,-1.7588271887545277,33.79269513542102,2974.9850000000006,False,False
B0005,394,111,2008-05-14 04:55:57,24.0,1.4386709371480566,2.698012437629632,4.197098662004674,3.49758697990267,-1.7516428147438297,33.52446663707275,2966.25,False,False
B0005,398,112,2008-05-14 09:52:22,24.0,1.433445432156979,2.6928942772989077,4.196909312093871,3.4956989619989507,-1.7513097768253418,33.39042251934235,2956.359,False,False
B0005,402,113,2008-05-14 14:35:22,24.0,1.4333958900838095,2.6483923655058113,4.197105220217278,3.492875380810072,-1.7511840784846122,33.67370212742761,2956.344,False,False
B0005,406,114,2008-05-14 19:31:39,24.0,1.42806487344776,2.6832134764261997,4.196244829545076,3.49551076423368,-1.7446206812145286,33.91080564765892,2956.406,False,False
B0005,410,115,2008-05-15 00:27:55,24.0,1.4229203181741186,2.684960445221862,4.1968026018066595,3.4942333590450834,-1.7436362428649814,33.7850680599871,2947.266,False,False
B0005,414,116,2008-05-15 05:24:04,24.0,1.417429032731308,2.669922120529456,4.196227405416926,3.491197414255986,-1.7425325036061032,33.61126807392732,2937.984,False,False
B0005,418,117,2008-05-15 10:20:03,24.0,1.412409228794446,2.664105530655056,4.196558172556389,3.4889094081576237,-1.7419837011363046,33.45598581472246,2929.125,False,False
B0005,422,118,2008-05-15 15:10:59,24.0,1.412578792940193,2.634098605983684,4.196870541112335,3.487376295811431,-1.7421680980861822,33.723267448788484,2928.454,False,False
B0005,426,119,2008-05-15 19:56:47,24.0,1.4075983731469897,2.68378702970616,4.196795527524874,3.491994243745711,-1.735841378420618,34.050076369857344,2929.375,False,False
B0005,430,120,2008-05-16 16:54:59,24.0,1.4333920485221476,2.660031949282934,4.189287343772767,3.491585878898649,-1.7567879869499758,33.889346908026745,2946.031,False,False
B0005,432,121,2008-05-16 21:37:39,24.0,1.4382550176792908,2.650011641082063,4.201144545237731,3.495576227046425,-1.7573176114092575,34.067648550088656,2955.438,False,False
B0005,436,122,2008-05-17 02:32:13,24.0,1.4173547174485526,2.6936969083341418,4.196925753814179,3.4938988589692483,-1.7427628393326555,33.75168100943646,2937.625,False,False
B0005,440,123,2008-05-17 07:25:19,24.0,1.406981663677643,2.697073130067154,4.196901090271507,3.49159162968384,-1.7352637407600366,33.46482299584788,2929.078,False,False
B0005,444,124,2008-05-17 12:21:15,24.0,1.4012037783587625,2.6806995515145213,4.196688955833435,3.4885729299834787,-1.7344350518111926,33.40210697922146,2918.375,False,False
B0005,448,125,2008-05-17 17:15:37,24.0,1.3967008232726328,2.6695398084864568,4.196339302740304,3.4869021151089825,-1.7280392046289716,33.410688917712235,2919.812,False,False
B0005,452,126,2008-05-17 22:10:51,24.0,1.391284788852726,2.671695307817951,4.196181412764837,3.4855485210036417,-1.7326888725308258,33.38984948261314,2900.422,False,False
B0005,456,127,2008-05-18 03:05:19,24.0,1.3862287677978349,2.661289185949965,4.195770804194879,3.4838912547260388,-1.7260735249920125,33.3700433438796,2901.375,False,False
B0005,460,128,2008-05-18 08:00:50,24.0,1.3804366761974138,2.667817533540102,4.195456241846729,3.483198941484065,-1.7195393742714093,33.27215987470977,2901.187,False,False
B0005,464,129,2008-05-18 12:44:48,24.0,1.3752364150256224,2.684008069130594,4.19654355365607,3.4836274447098883,-1.7185829844462923,33.222444215660225,2891.64,False,False
B0005,468,130,2008-05-18 17:36:29,24.0,1.3705128024895008,2.6585256208771644,4.194357133255019,3.480172442538601,-1.717672415155695,33.26207748383125,2882.906,False,False
B0005,472,131,2008-05-18 22:31:45,24.0,1.3705085566270399,2.6372250579822927,4.195863681881766,3.478452148610975,-1.7177080769362936,33.312029905516525,2883.265,False,False
B0005,476,132,2008-05-19 03:27:07,24.0,1.3647355108681518,2.6514257735606432,4.1955845546644195,3.4785782556105507,-1.7109669363015376,33.25287943255863,2882.969,False,False
B0005,480,133,2008-05-19 15:34:33,24.0,1.375392016895762,2.676384659108382,4.188483624251573,3.4825195584604582,-1.7184206130755166,33.745054045019884,2891.656,False,False
B0005,482,134,2008-05-19 20:59:48,24.0,1.3861115151535393,2.6949138502817815,4.200346502821317,3.4886823636752826,-1.7260471943596487,33.88841975386692,2901.25,False,False
B0005,484,135,2008-05-20 01:16:42,24.0,1.3698500035838939,2.6973343716306273,4.1981749992980655,3.4858502383832755,-1.712021613408506,33.7353756996425,2891.703,False,False
B0005,488,136,2008-05-20 06:12:06,24.0,1.3647827949260758,2.642540259937964,4.195715092938243,3.478794177297151,-1.711022510206629,33.59131052719714,2883.016,False,False
B0005,492,137,2008-05-20 11:07:23,24.0,1.3543220466259964,2.699226257883075,4.195755769877104,3.4812826020756744,-1.703421414006958,33.32366688599416,2873.453,False,False
B0005,496,138,2008-05-20 15:57:27,24.0,1.3546417018378962,2.676480329780849,4.195911764444989,3.480352041587074,-1.703574708739156,33.691961507697364,2874.031,False,False
B0005,500,139,2008-05-20 20:50:39,24.0,1.3547039213192407,2.642142168479886,4.195824004004723,3.4781127815565127,-1.7034912994217157,33.887639684793655,2874.234,False,False
B0005,504,140,2008-05-21 01:39:38,24.0,1.349314997503458,2.644725254926797,4.196258226051591,3.4765867130506125,-1.7023383270190764,33.67308060941856,2864.984,False,False
B0005,508,141,2008-05-21 06:24:27,24.0,1.3441891937970554,2.632270655366611,4.196612664794988,3.4733769291841643,-1.7014238498912502,33.411988203265814,2855.093,False,False
B0005,512,142,2008-05-21 11:18:06,24.0,1.3389913790695755,2.6391006118876117,4.195850781215982,3.4726366397371127,-1.6950436046971957,33.29926524979532,2855.625,False,False
B0005,516,143,2008-05-21 16:10:21,24.0,1.3389145230206971,2.637841830893275,4.1960023929619235,3.473439372740961,-1.695057731610264,33.59980731390034,2855.594,False,False
B0005,520,144,2008-05-21 21:02:09,24.0,1.3340066759761655,2.668286095904868,4.196207586734141,3.4754777099091454,-1.6937809113323188,33.61961195858585,2847.437,False,False
B0005,524,145,2008-05-22 01:42:59,24.0,1.3286444309174914,2.6490198126838553,4.195534582569042,3.4722884821666766,-1.6869434054016965,33.3945201718652,2847.36,False,False
B0005,528,146,2008-05-22 06:32:40,24.0,1.3231708992276219,2.664058512378051,4.1957439573980455,3.471373665098864,-1.6860649112944592,33.16734508187535,2837.328,False,False
B0005,532,147,2008-05-22 11:23:22,24.0,1.3181691588445197,2.6883611693898826,4.19586805747139,3.4726160162875095,-1.6795829780331424,33.10962161613893,2837.281,False,False
B0005,536,148,2008-05-22 16:17:58,24.0,1.3184664436640334,2.6869753836302124,4.195347750909715,3.4738146874457896,-1.679793840292355,33.46501751186519,2838.515,False,False
B0005,540,149,2008-05-22 20:59:50,24.0,1.318293040102702,2.6507536817766586,4.196065828878837,3.4701426486639693,-1.6851739865098712,33.4426191014044,2828.328,False,False
B0005,544,150,2008-05-23 12:13:16,24.0,1.323872422244268,2.6646322789106516,4.184534803011309,3.467523652225441,-1.6863812036302581,33.037928170775885,2838.265,False,False
B0005,547,151,2008-05-23 20:14:29,24.0,1.3601216766554785,2.6400211837268666,4.201240476440081,3.4767525840839255,-1.715777469309528,33.4949493613756,2864.547,False,False
B0005,551,152,2008-05-24 01:09:21,24.0,1.3395306867947354,2.674198661305034,4.195703567262997,3.4758956827369127,-1.7007216920098716,33.491363029025784,2846.39,False,False
B0005,555,153,2008-05-24 06:00:20,24.0,1.3290286565120697,2.696427051131168,4.195744519551191,3.475812179626641,-1.6928138295817332,33.329808599922345,2837.969,False,False
B0005,559,154,2008-05-24 10:42:50,24.0,1.3236741274998955,2.6928340297696836,4.196363050482315,3.4746554404904435,-1.6861104874993165,33.27302769298771,2838.156,False,False
B0005,563,155,2008-05-24 15:31:10,24.0,1.318633896753293,2.681747855329962,4.1957929878569455,3.472301781313945,-1.685043785043406,33.229879126701434,2829.843,False,False
B0005,567,156,2008-05-24 20:21:13,24.0,1.3134751321324272,2.696791414385091,4.195797286482793,3.4729305773503527,-1.678524839793589,33.20860833999321,2829.625,False,False
B0005,571,157,2008-05-25 01:06:49,24.0,1.3132020634442203,2.664695973142795,4.196349384378125,3.4696192030612285,-1.6839115230941766,33.236115055926255,2819.437,False,False
B0005,575,158,2008-05-25 05:57:17,24.0,1.3077959946944353,2.679191623358613,4.195609431921248,3.470018470757559,-1.6773783325850857,33.18660088296571,2819.579,False,False
B0005,579,159,2008-05-25 10:51:37,24.0,1.3030329186405918,2.699983457940659,4.195339917236225,3.470762691935287,-1.676425373206175,33.174058099115534,2810.672,False,False
B0005,583,160,2008-05-25 15:37:08,24.0,1.3033573559038205,2.666300786624286,4.1954020570061195,3.468111467035994,-1.67627880896028,33.253984518546055,2811.485,False,False
B0005,587,161,2008-05-25 20:23:04,24.0,1.3034100438655642,2.6308501373847837,4.195685302232799,3.4648625780221494,-1.6817992883033976,33.3198093248819,2802.422,False,False
